id	word	phonetic	definition	example	translation	source
152	alcoholic	[.ælkə'hɔlɪk]	n. 酒鬼，酗酒者 / adj. 酒精的，含酒精的	His big bottle shows that he is an alcoholic.	他的大酒瓶表明他是个酒鬼。	Anki 高频单词6262
153	ale	[eɪl]	n. 麦芽酒 / n. (Ale)人名；(塞、几、葡)阿莱；(伊朗)阿勒	My friend and I both like drinking ale.	我和我朋友都喜欢喝麦芽啤酒。	Anki 高频单词6262
154	alert	[ə'lɜrt]	n. 警戒，警惕；警报 / adj. 警惕的，警觉的；留心的 / vt. 警告；使警觉，使意识到 / n. (Alert)人名；(西)阿莱尔特	Its erected tail shows it’s in a state of alert.	它立起的尾巴表示它正处于警惕状态。	Anki 高频单词6262
155	alien	['eɪliən]	n. 外国人，外侨；外星人 / adj. 外国的；相异的，性质不同的；不相容的 / vt. 让渡，转让 / n. (Alien)人名；(法)阿利安	Do you ever think that aliens could be our friends?	你有没有想过外星人可能是我们的朋友？	Anki 高频单词6262
156	alike	[ə'laɪk]	adj. 相似的；相同的 / adv. 以同样的方式；类似于	The two dogs are a lot alike.	这两只狗长得很像。	Anki 高频单词6262
157	alive	[ə'laɪv]	adj. 活着的；活泼的；有生气的	"""I'm alive!"" said the monster."	"""我还活着！""，这个怪物狞笑道。"	Anki 高频单词6262
158	all	[ɔ:l]	n. 全部 / adj. 全部的 / adv. 全然地；越发 / pron. 全部 / n. (All)人名；(瑞典)阿尔；(英)奥尔	My girl friends and I all went shopping.	我和女性朋友们都去购物了。	Anki 高频单词6262
159	allegation	[.ælə'ɡeɪʃ(ə)n]	n. 指控; 陈述，主张; 宣称; 陈词，陈述;	His allegation was that she was stealing from him.	他断言那个女生偷了他的东西。	Anki 高频单词6262
160	allege	[ə'ledʒ]	vt. 宣称，断言；提出…作为理由	She alleged that I was the criminal.	她硬说我是罪犯。	Anki 高频单词6262
161	alleged	[ə'ledʒd]	v. 宣称（allege的过去式和过去分词）；断言 / adj. 所谓的；声称的；被断言的	The alleged thief said he was innocent.	那名被指控的小偷说自己是无辜的。	Anki 高频单词6262
162	allegedly	[əˈledʒədli]	adv. 依其申述；据说，据称	The man allegedly took the money, but the police are still investigating.	据称那名男子拿走了钱，但警方仍在调查。	Anki 高频单词6262
163	alley	['æli]	n. 小巷；小路；小径 / n. (Alley)人名；(英)阿利	The narrow alley winds through the old town.	这条窄巷弯弯曲曲通向古老的小镇。	Anki 高频单词6262
164	alliance	[ə'laɪəns]	n. 联盟，联合；联姻	Our new alliance allows us to work together to solve problems.	我们的新同盟使我们得以共同合作解决问题。	Anki 高频单词6262
165	allied	[ə'laɪd]	adj. 联合的；同盟的；与…同属一系 / v. 联合（ally的过去分词）	Churchill, Roosevelt, and Stalin were the main leaders of the allied forces in World War II.	在第二次世界大战期间，丘吉尔、罗斯福和斯大林是同盟军的主要领导人。	Anki 高频单词6262
166	allocate	['ælə.keɪt]	vt. 分配；拨出；使坐落于 / vi. 分配；指定	Allocate one piece of cake to each person.	给每一个人都分一块蛋糕。	Anki 高频单词6262
167	allocation	[.ælə'keɪʃ(ə)n]	n. 分配，配置；安置	I'm happy with my seat allocation next to the window.	被分配到了飞机上靠窗的座位，我真高兴。	Anki 高频单词6262
168	allow	[ə'laʊ]	vi. 容许；考虑 / vt. 允许；给予；认可	The green light allows you to go.	绿灯(表示)允许你通行。	Anki 高频单词6262
169	allowance	[ə'laʊəns]	n. 津贴，零用钱；允许；限额 / vt. 定量供应	Ming got his monthly allowance with delight.	小明拿着这个月的零花钱，开心不已。	Anki 高频单词6262
170	all right	[ˌɔːl ˈraɪt ]	adj. 可靠的；很好的	After the repair, the old bike was all-right again.	修理之后，这辆旧自行车又可以正常用了。	Anki 高频单词6262
171	ally	[ˈælaɪ ]	n. 同盟国；伙伴；同盟者；助手 / vt. 使联盟；使联合 / vi. 联合；结盟 / n. (Ally)人名；(巴基)阿利；(法)阿利；(英)艾丽(女子教名 Alice 的简称)；(尼日利)阿利	On this team, we are all allies helping each other win.	在这个团队，我们结成同盟帮助彼此获得胜利。	Anki 高频单词6262
172	almost	['ɔlmoʊst]	adv. 差不多，几乎	I almost beat him in the race.	我差点就能在这场比赛中击败他！	Anki 高频单词6262
173	alone	[ə'loʊn]	adj. 独自的；单独的；孤独的 / adv. 独自地；单独地	He is playing alone in the park.	他在公园独自玩耍。	Anki 高频单词6262
174	along	[ə'lɔŋ]	prep. 沿着；顺着 / adv. 一起；向前；来到	There are benches along the edge of the grass.	沿着草坪边缘有一些长椅。	Anki 高频单词6262
175	alongside	[əˌlɒŋ'saɪd]	prep. 在……旁边 / adv. 在旁边	After bowling, they lay down alongside each other.	打完保龄球后他俩肩并肩地躺倒在一起。	Anki 高频单词6262
176	aloud	[ə'laʊd]	adv. 大声地；出声地	I love to read aloud to my kids.	我喜欢大声念故事给孩子们听。	Anki 高频单词6262
177	alphabet	[ˈælfəˌbɛt]	n. 字母表，字母系统；入门，初步 / n. Google创建的名为Alphabet的公司，改变Google原有公司架构，旨在使其当下主要业务和长期投资项目间的区别更加清晰。	The English alphabet has 26 letters.	英语有26个字母。	Anki 高频单词6262
178	alphabetical	[.ælfə'betɪk(ə)l]	adj. 按照字幕顺序的	Please put the letters in alphabetical order.	请按字母表顺序排列字母。	Anki 高频单词6262
179	already	[ɔːlˈredi]	adv. 已经，早已；先前	I've already finished my study.	我已经毕业了。	Anki 高频单词6262
180	also	['ɔlsoʊ]	conj. 并且；另外 / adv. 也；而且；同样 / n. (Also)人名；(罗)阿尔索	He's also eating an apple.	他也正在吃苹果。	Anki 高频单词6262
181	alter	['ɔltər]	vt. 改变，更改 / vi. 改变；修改 / n. (Alter)人名；(英)奥尔特；(德、捷、葡、爱沙、立陶、拉脱、俄、西、罗、瑞典)阿尔特	The pervert altered the shape of fruits.	这个变态改变了水果的形状。	Anki 高频单词6262
182	alteration	[ˌɔːltəˈreɪʃ(ə)n]	n. 修改，改变；变更	The shirt was the wrong size, so she made an alteration.	T恤尺码不对，所以她做了修改。	Anki 高频单词6262
183	alternative	[ɔl'tɜrnətɪv]	n. 二中择一；供替代的选择 / adj. 供选择的；选择性的；交替的	There are five alternative answers for each question.	这个问题有五个备选答案。	Anki 高频单词6262
184	alternatively	[ɔl'tɜrnətɪvli]	adv. 非此即彼；二者择一地；作为一种选择	You can pick me. Alternatively, just take the damn Diablo3!	要么选我，要么选你的大菠萝！	Anki 高频单词6262
185	although	[ɔl'ðoʊ]	conj. 尽管；虽然；但是；然而	She is a smoker and drinker although she has a baby.	她虽然有宝宝了，但又吸烟又喝酒。	Anki 高频单词6262
186	altitude	['æltɪ.tud]	n. 高地；高度；[数] 顶垂线；（等级和地位等的）高级；海拔	At this altitude it would be dangerous to fall off.	在这种高度跌落很危险。	Anki 高频单词6262
187	altogether	[.ɔltə'ɡeðər]	n. 整个；裸体 / adv. 完全地；总共；总而言之	She's changing her whole face altogether.	她要一次改头换面！	Anki 高频单词6262
188	aluminium	[ˌæljəˈmɪniəm ]	n. 铝 / adj. 铝的	This can is made of aluminium.	这个罐子是铝做的。	Anki 高频单词6262
189	always	['ɔl.weɪz]	adv. 永远，一直；总是；常常	This store is always open.	这家商店长时间营业。	Anki 高频单词6262
190	amateur	['æmə.tʃʊr]	n. 爱好者；业余爱好者；外行 / adj. 业余的；外行的	At only four years old, she’s already an amateur photographer.	虽然只有四岁，她已经俨然是个小小业余摄影师了。	Anki 高频单词6262
191	amaze	[ə'meɪz]	vt. 使吃惊	This news really amazes me!	这条消息真的让我感到很吃惊！	Anki 高频单词6262
192	amazing	[ə'meɪzɪŋ]	adj. 令人惊异的 / v. 使吃惊（amaze的ing形式）	The sunrise is so amazing!	那日出太惊艳啦！	Anki 高频单词6262
193	ambassador	[æm'bæsədər]	n. 大使；代表；使节	“Our country wishes to have peace,” said the ambassador.	“我们国家渴望和平。” 大使说道。	Anki 高频单词6262
194	ambiguity	[.æmbɪ'ɡjuəti]	n. 含糊；不明确；暧昧；模棱两可的话	Sexual ambiguity is common in some places.	在一些地方，性别模糊症是很常见的。	Anki 高频单词6262
195	ambiguous	[æm'bɪɡjuəs]	adj. 模糊不清的；引起歧义的	Do you see a vase or two faces? It's pretty ambiguous.	你看到的是一个花瓶还是两张脸呢？这张图相当模棱两可。	Anki 高频单词6262
196	ambition	[æm'bɪʃ(ə)n]	n. 野心，雄心；抱负，志向 / vt. 追求；有…野心	His ambition was to get to the top.	他的雄心是到达顶部。	Anki 高频单词6262
197	ambitious	[æm'bɪʃəs]	adj. 野心勃勃的；有雄心的；热望的；炫耀的	I’m a very ambitious woman; I hope I can get a better job soon!	我是一个很有抱负的女人，我希望我能马上得到一份更好的工作！	Anki 高频单词6262
198	ambulance	['æmbjələns]	n. [车辆][医] 救护车；战时流动医院	The ambulance takes us to the hospital very quickly.	救护车迅速把我们载去了医院。	Anki 高频单词6262
199	amend	[ə'mend]	vt. 修改；改善，改进 / vi. 改正，改善；改过自新 / n. (Amend)人名；(德、英)阿门德	Are these flowers enough to amend our difficult relationship?	这些花能帮助我们破镜重圆吗？	Anki 高频单词6262
200	amendment	[ə'mendmənt]	n. 修正案；改善；改正	Who is responsible for this amendment?	谁负责这次改正？	Anki 高频单词6262
201	amid	[ə'mɪd]	prep. 在其中，在其间 / n. (Amid)人名；(法、阿拉伯)阿米德	Help! I’m lost amid all the colored balls!	救命！我在这堆彩球中迷路了！	Anki 高频单词6262
202	among	[ə'mʌŋ]	prep. 在…中间；在…之中	What is that red piece doing among the gray ones?	那个红色的东西在一群灰色的东西里干什么？	Anki 高频单词6262
203	amount	[ə'maʊnt]	n. 数量；总额，总数 / vi. 总计，合计；相当于；共计；产生…结果	He made a huge amount of money.	他挣了一大笔钱。	Anki 高频单词6262
204	ample	['æmp(ə)l]	adj. 丰富的；足够的；宽敞的 / n. (Ample)人名；(西)安普尔	We're lucky to have an ample amount of food to eat.	我们非常幸运能有这么多食物来吃。	Anki 高频单词6262
205	amuse	[ə'mjuz]	vt. 娱乐；消遣；使发笑；使愉快	At work, she amuses herself by playing around.	工作时，她会瞎折腾着找乐子！	Anki 高频单词6262
206	amused	[ə'mjuzd]	v. 逗笑（amuse的过去分词）；使欢乐 / adj. 愉快的，顽皮的；被逗乐的	The baby was amused by the funny sound of the toy.	宝宝被玩具发出的有趣声音逗乐了。	Anki 高频单词6262
207	amusement	[ə'mjuzmənt]	n. 消遣，娱乐；乐趣	Going on amusement park rides terrifies me.	还要再玩这种游乐设施，我受不了啊！	Anki 高频单词6262
208	amusing	[əˈmjuːziŋ]	adj. 有趣的，好玩的；引人发笑的 / v. 逗乐；打发；使…高兴（amuse的ing形式）	We laughed at her amusing story.	我们被她有趣的故事逗乐了。	Anki 高频单词6262
209	an	[ən]	art. 一（在元音音素前）	She ate an orange after lunch.	她午饭后吃了一个橙子。	Anki 高频单词6262
210	analogue	['ænə.lɔɡ]	n. 类似物；类似情况；对等的人 / adj. 类似的；相似物的；模拟计算机的	This old analogue clock has hands instead of digital numbers.	这个老式模拟时钟有指针，而不是电子数字。	Anki 高频单词6262
211	analogy	[ə'nælədʒi]	n. 类比；类推；类似	He drew an analogy between climbing ladders and success in business.	他将事业上的成功比作攀爬梯子。	Anki 高频单词6262
212	analyse	['æn(ə)l.aɪz]	vt. 分析；分解；细察	He tries to analyse the blood on the cloth.	他试着分析那块布上的血迹。	Anki 高频单词6262
213	analysis	[ə'næləsɪs]	n. 分析；分解；验定	Could you write up an analysis of how the market is moving this week?	你能写篇关于这周市场如何运作的分析报告吗？	Anki 高频单词6262
214	analyst	['æn(ə)lɪst]	n. 分析者；精神分析医师；分解者	We hired a new stock analyst today.	今天我们聘用了一位新的股票分析员。	Anki 高频单词6262
215	analytical	[.ænə'lɪtɪk(ə)l]	adj. 分析的	You can use an analytical approach to solve most complex problems.	你可以用分析法来解决大部分复杂问题。	Anki 高频单词6262
216	ancestor	['æn.sestər]	n. 始祖，祖先；被继承人	Our ancestors looked kind of like monkeys.	我们的祖先看起来有点像猴子。	Anki 高频单词6262
217	anchor	['æŋkər]	n. 锚；抛锚停泊；靠山；新闻节目主播 / adj. 末棒的；最后一棒的 / vt. 抛锚；使固定；主持节目 / vi. 抛锚	The ship dropped the anchor down for the night.	船抛下锚过夜。	Anki 高频单词6262
218	ancient	['eɪnʃənt]	n. 古代人；老人 / adj. 古代的；古老的，过时的；年老的	These ancient statues are over 2,000 years old.	这些古代雕像有2000多年的历史。	Anki 高频单词6262
